cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
x,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u
k,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d
x,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g
x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,g
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
x,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
f,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g
f,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d
f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
k,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l
x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d
f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d
f,s,e,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d
x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d
f,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d
b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g
f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
f,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d
s,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l
x,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
k,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,y,d
x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p
x,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g
k,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g
f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
f,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,y,u
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
k,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
x,s,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,v,l
k,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
k,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g
k,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
x,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
f,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g
f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l
f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d
f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d
f,s,g,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,v,g
f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
f,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
x,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
x,s,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p
x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
f,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p
b,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g
b,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d
k,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
k,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p
x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d
x,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l
x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d
b,y,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d
x,f,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d
x,s,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d
x,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d
b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g
f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d
x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
k,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l
f,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l
x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d
x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
x,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d
k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
x,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p
k,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d
x,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d
b,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m
f,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d
x,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l
x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,g
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p
x,y,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
k,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g
f,f,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
k,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d
x,f,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d
x,f,p,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d
x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d
k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l
x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p
f,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
x,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g
k,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
x,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p
x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g
f,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
k,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l
x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p
f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d
f,f,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
f,s,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d
f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p
f,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g
f,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d
b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d
f,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l
x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
f,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d
f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d
f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g
k,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g
s,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u
x,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
f,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,p
x,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
f,s,b,t,f,f,c,b,p,t,b,s,s,w,w,p,w,o,p,h,s,u
f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d
f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p
x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d
x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d
k,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d
f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d
k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d
f,f,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
k,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d
x,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
k,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
k,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w
x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g
f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p
f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d
x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
x,s,g,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
f,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
x,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g
b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
f,f,e,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p
f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d
f,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d
x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
k,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l
x,y,r,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,v,d
k,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g
x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d
x,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d
k,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,o,c,l
x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d
f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d
x,y,b,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
k,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l
f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d
x,s,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,m
f,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p
x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g
f,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p
b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,g
f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
x,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d
k,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d
f,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w
x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d
k,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d
f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d
x,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l
f,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g
k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u
s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,y,u
f,y,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l
f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l
f,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g
k,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
f,y,b,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w
x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g
x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p
x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,g
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d
x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g
x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d
x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g
b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g
f,f,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d
k,y,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w
b,y,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p
k,y,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l
